¤é´Á,Data,
2008/11,1.0000,
2008/12,0.2500,
2009/01,0.2500,
2009/02,0.2500,
2009/03,0.2500,
2009/04,0.2500,
2009/06,0.2500,
2009/08,0.2500,
2009/09,0.2500,
2009/11,0.2500,
2009/12,0.2500,
2010/01,0.2500,
2010/03,0.2500,
2010/04,0.2500,
2010/06,0.2500,
2010/08,0.2500,
2010/09,0.2500,
2010/11,0.2500,
2010/12,0.2500,
2011/01,0.2500,
2011/03,0.2500,
2011/04,0.2500,
2011/06,0.2500,
2011/08,0.2500,
2011/09,0.2500,
2011/11,0.2500,
2011/12,0.2500,
2012/01,0.2500,
2012/03,0.2500,
2012/04,0.2500,
2012/06,0.2500,
2012/08,0.2500,
2012/09,0.2500,
2012/10,0.2500,
2012/12,0.2500,
2013/01,0.2500,
2013/03,0.2500,
2013/05,0.2500,
2013/06,0.2500,
2013/07,0.2500,
2013/09,0.2500,
2013/10,0.2500,
2013/12,0.2500,
2014/01,0.2500,
2014/03,0.2500,
2014/04,0.2500,
2014/06,0.2500,
2014/07,0.2500,
2014/09,0.2500,
2014/10,0.2500,
2014/12,0.2500,
2015/01,0.2500,
2015/03,0.2500,
2015/04,0.2500,
2015/06,0.2500,
2015/07,0.2500,
2015/09,0.2500,
2015/10,0.2500,
2015/12,0.5000,
2016/01,0.5000,
2016/03,0.5000,
2016/04,0.5000,
2016/06,0.5000,
2016/07,0.5000,
2016/09,0.6000,
2016/11,0.5000,
2016/12,0.7500,
2017/02,0.7500,
2017/03,1.0000,
2017/05,1.0000,
2017/06,1.2500,
2017/07,1.2500,
2017/09,1.2500,
2017/11,1.2500,
2017/12,1.5000,
2018/02,1.5000,
2018/03,1.7500,
2018/05,1.7500,
2018/06,2.0000,
2018/08,2.0000,
2018/09,2.2500,
2018/11,2.2500,
2018/12,2.5000,
2019/01,2.5000,
2019/03,2.5000,
2019/05,2.5000,
2019/06,2.5000,
2019/08,2.2500,
2019/09,2.0000,
2019/10,1.7500,
2019/12,1.7500,
2020/01,1.7500,
2020/03,0.2500,
2020/04,0.2500,
2020/06,0.2500,
2020/07,0.2500,
2020/09,0.2500,
2020/11,0.2500,
2020/12,0.2500,
2021/01,0.2500,
2021/03,0.2500,
2021/04,0.2500,
2021/06,0.2500,
2021/07,0.2500,
2021/09,0.2500,
2021/11,0.2500,
2021/12,0.2500,
2022/01,0.2500,
2022/03,0.5000,
2022/05,1.0000,
2022/06,1.7500,
2022/07,2.5000,
2022/09,3.2500,
2022/11,4.0000,
2022/12,4.5000,
2023/02,4.7500,
2023/03,5.0000,
2023/05,5.2500,
2023/06,5.2500,
2023/07,5.5000,
